,DATE,gdp,MSA,State,1_Year_change
1117,2015-01-01,36135.0,Olympia-Tumwater,WA (MSA),0.02159961550422662
1118,2016-01-01,37005.0,Olympia-Tumwater,WA (MSA),0.02407638024076375
1119,2017-01-01,37966.0,Olympia-Tumwater,WA (MSA),0.02596946358600194
1120,2001-01-01,31081.0,Anniston-Oxford-Jacksonville,AL (MSA),
1121,2002-01-01,30004.0,Anniston-Oxford-Jacksonville,AL (MSA),-0.034651394742768904
1122,2003-01-01,30795.0,Anniston-Oxford-Jacksonville,AL (MSA),0.0263631515797893
1123,2004-01-01,32678.0,Anniston-Oxford-Jacksonville,AL (MSA),0.06114628998214
1124,2005-01-01,33175.0,Anniston-Oxford-Jacksonville,AL (MSA),0.015209009119285133
1125,2006-01-01,32904.0,Anniston-Oxford-Jacksonville,AL (MSA),-0.008168801808590809
1126,2007-01-01,33965.0,Anniston-Oxford-Jacksonville,AL (MSA),0.03224531971796751
1127,2008-01-01,33882.0,Anniston-Oxford-Jacksonville,AL (MSA),-0.0024436920359193204
1128,2009-01-01,31817.0,Anniston-Oxford-Jacksonville,AL (MSA),-0.060946815418216116
1129,2010-01-01,32473.0,Anniston-Oxford-Jacksonville,AL (MSA),0.020617908665178986
1130,2011-01-01,31687.0,Anniston-Oxford-Jacksonville,AL (MSA),-0.024204723924491134
1131,2012-01-01,31002.0,Anniston-Oxford-Jacksonville,AL (MSA),-0.021617698109634875
1132,2013-01-01,29657.0,Anniston-Oxford-Jacksonville,AL (MSA),-0.04338429778723951
1133,2014-01-01,29393.0,Anniston-Oxford-Jacksonville,AL (MSA),-0.008901776983511467
1134,2015-01-01,28972.0,Anniston-Oxford-Jacksonville,AL (MSA),-0.014323138162147475
1135,2016-01-01,29371.0,Anniston-Oxford-Jacksonville,AL (MSA),0.013771917713654602
1136,2017-01-01,29803.0,Anniston-Oxford-Jacksonville,AL (MSA),0.014708385822750358
1137,2001-01-01,49135.0,Memphis,TN-MS-AR (MSA),
1138,2002-01-01,50243.0,Memphis,TN-MS-AR (MSA),0.022550117024524363
1139,2003-01-01,50586.0,Memphis,TN-MS-AR (MSA),0.006826821646796599
1140,2004-01-01,51321.0,Memphis,TN-MS-AR (MSA),0.014529711777962362
1141,2005-01-01,50893.0,Memphis,TN-MS-AR (MSA),-0.00833966602365499
1142,2006-01-01,50319.0,Memphis,TN-MS-AR (MSA),-0.01127856483209877
1143,2007-01-01,50024.0,Memphis,TN-MS-AR (MSA),-0.005862596633478434
1144,2008-01-01,48760.0,Memphis,TN-MS-AR (MSA),-0.025267871421717603
1145,2009-01-01,46384.0,Memphis,TN-MS-AR (MSA),-0.04872846595570135
1146,2010-01-01,46900.0,Memphis,TN-MS-AR (MSA),0.01112452569851663
1147,2011-01-01,46284.0,Memphis,TN-MS-AR (MSA),-0.013134328358208935
1148,2012-01-01,46041.0,Memphis,TN-MS-AR (MSA),-0.005250194451646317
1149,2013-01-01,45576.0,Memphis,TN-MS-AR (MSA),-0.010099693751221772
1150,2014-01-01,45260.0,Memphis,TN-MS-AR (MSA),-0.006933473758118258
1151,2015-01-01,45606.0,Memphis,TN-MS-AR (MSA),0.007644719399027888
1152,2016-01-01,45969.0,Memphis,TN-MS-AR (MSA),0.00795947901591898
1153,2017-01-01,46029.0,Memphis,TN-MS-AR (MSA),0.0013052274358806848
1154,2001-01-01,34684.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),
1155,2002-01-01,34789.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),0.003027332487602452
1156,2003-01-01,35007.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),0.006266348558452428
1157,2004-01-01,35337.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),0.00942668609135322
1158,2005-01-01,35057.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),-0.007923706030506295
1159,2006-01-01,36155.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),0.03132042102861066
1160,2007-01-01,35224.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),-0.025750242013552804
1161,2008-01-01,34575.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),-0.018424937542584563
1162,2009-01-01,34232.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),-0.009920462762111337
1163,2010-01-01,35308.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),0.03143257770507124
1164,2011-01-01,35148.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),-0.0045315509233034845
1165,2012-01-01,34965.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),-0.005206555138272395
1166,2013-01-01,36685.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),0.049192049192049225
1167,2014-01-01,35906.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),-0.021234837126891115
1168,2015-01-01,36989.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),0.030162089901409228
1169,2016-01-01,37257.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),0.007245397280272403
1170,2017-01-01,37417.0,Scranton--Wilkes-Barre--Hazleton,PA (MSA),0.004294494994229181
1171,2001-01-01,31722.0,Stockton-Lodi,CA (MSA),
1172,2002-01-01,32201.0,Stockton-Lodi,CA (MSA),0.015099930647500148
1173,2003-01-01,32980.0,Stockton-Lodi,CA (MSA),0.024191795285860795
1174,2004-01-01,33303.0,Stockton-Lodi,CA (MSA),0.009793814432989656
1175,2005-01-01,33408.0,Stockton-Lodi,CA (MSA),0.0031528691108908546
1176,2006-01-01,33221.0,Stockton-Lodi,CA (MSA),-0.005597461685823757
1177,2007-01-01,32005.0,Stockton-Lodi,CA (MSA),-0.03660335330062314
1178,2008-01-01,31029.0,Stockton-Lodi,CA (MSA),-0.030495235119512576
1179,2009-01-01,31013.0,Stockton-Lodi,CA (MSA),-0.0005156466531309745
1180,2010-01-01,30489.0,Stockton-Lodi,CA (MSA),-0.016896140328249487
1181,2011-01-01,29535.0,Stockton-Lodi,CA (MSA),-0.03128997343304141
1182,2012-01-01,29528.0,Stockton-Lodi,CA (MSA),-0.00023700694091755015
1183,2013-01-01,29819.0,Stockton-Lodi,CA (MSA),0.00985505283121113
1184,2014-01-01,29697.0,Stockton-Lodi,CA (MSA),-0.00409135115195014
1185,2015-01-01,30896.0,Stockton-Lodi,CA (MSA),0.0403744485975015
1186,2016-01-01,31402.0,Stockton-Lodi,CA (MSA),0.016377524598653492
1187,2017-01-01,31601.0,Stockton-Lodi,CA (MSA),0.006337175976052434
1188,2001-01-01,41537.0,Crestview-Fort Walton Beach-Destin,FL (MSA),
1189,2002-01-01,46619.0,Crestview-Fort Walton Beach-Destin,FL (MSA),0.12234874930784612
1190,2003-01-01,48024.0,Crestview-Fort Walton Beach-Destin,FL (MSA),0.03013792659645209
1191,2004-01-01,54241.0,Crestview-Fort Walton Beach-Destin,FL (MSA),0.12945610528069307
1192,2005-01-01,53747.0,Crestview-Fort Walton Beach-Destin,FL (MSA),-0.009107501705352017
1193,2006-01-01,52594.0,Crestview-Fort Walton Beach-Destin,FL (MSA),-0.021452360131728243
1194,2007-01-01,52730.0,Crestview-Fort Walton Beach-Destin,FL (MSA),0.0025858462942540683
1195,2008-01-01,47747.0,Crestview-Fort Walton Beach-Destin,FL (MSA),-0.0945002844680447
1196,2009-01-01,46342.0,Crestview-Fort Walton Beach-Destin,FL (MSA),-0.029425932519320575
1197,2010-01-01,45118.0,Crestview-Fort Walton Beach-Destin,FL (MSA),-0.026412325752017574
1198,2011-01-01,45081.0,Crestview-Fort Walton Beach-Destin,FL (MSA),-0.0008200718116937455
1199,2012-01-01,46518.0,Crestview-Fort Walton Beach-Destin,FL (MSA),0.03187595661143283
1200,2013-01-01,42284.0,Crestview-Fort Walton Beach-Destin,FL (MSA),-0.0910185304613268
1201,2014-01-01,44421.0,Crestview-Fort Walton Beach-Destin,FL (MSA),0.05053921104909653
1202,2015-01-01,45684.0,Crestview-Fort Walton Beach-Destin,FL (MSA),0.02843249814277038
1203,2016-01-01,45609.0,Crestview-Fort Walton Beach-Destin,FL (MSA),-0.0016417126346204292
1204,2017-01-01,46159.0,Crestview-Fort Walton Beach-Destin,FL (MSA),0.012059023438356409
1205,2001-01-01,50987.86,Salt Lake City,UT,
1206,2002-01-01,52013.811,Salt Lake City,UT,0.02012147597486935
1207,2003-01-01,52551.467,Salt Lake City,UT,0.010336793049061432
1208,2004-01-01,55614.671,Salt Lake City,UT,0.05828960017424456
1209,2005-01-01,58792.347,Salt Lake City,UT,0.05713736938226255
1210,2006-01-01,63094.766,Salt Lake City,UT,0.07317991574651717
1211,2007-01-01,66161.244,Salt Lake City,UT,0.04860114704284668
1212,2008-01-01,65111.665,Salt Lake City,UT,-0.015863955036879318
1213,2009-01-01,63199.062,Salt Lake City,UT,-0.029374198924263406
1214,2010-01-01,64807.283,Salt Lake City,UT,0.025446912487403717
1215,2011-01-01,67666.834,Salt Lake City,UT,0.04412391428290552
1216,2012-01-01,69285.847,Salt Lake City,UT,0.023926241325255226
1217,2013-01-01,70426.257,Salt Lake City,UT,0.016459494245628647
1218,2014-01-01,72476.71,Salt Lake City,UT,0.029114893895326732
1219,2015-01-01,75298.619,Salt Lake City,UT,0.038935390417142335
1220,2016-01-01,78243.444,Salt Lake City,UT,0.039108618977460985
1221,2017-01-01,80547.958,Salt Lake City,UT,0.029453125810770642
1222,2018-01-01,85198.816,Salt Lake City,UT,0.05774023470588796
1223,2019-01-01,88155.402,Salt Lake City,UT,0.03470219586150103
1224,2001-01-01,13848.705,Tallahassee,FL,
1225,2002-01-01,14169.368,Tallahassee,FL,0.02315472818577624
1226,2003-01-01,14394.609,Tallahassee,FL,0.01589633355559683
1227,2004-01-01,14808.517,Tallahassee,FL,0.028754376030637463
1228,2005-01-01,14830.736,Tallahassee,FL,0.0015004203324344711
1229,2006-01-01,15462.049,Tallahassee,FL,0.04256788065002315
1230,2007-01-01,15959.918,Tallahassee,FL,0.03219941936544113
1231,2008-01-01,15605.09,Tallahassee,FL,-0.02223244505391564
1232,2009-01-01,15209.664,Tallahassee,FL,-0.025339552671596266
1233,2010-01-01,15026.409,Tallahassee,FL,-0.012048589633538276
1234,2011-01-01,14891.994,Tallahassee,FL,-0.008945250991104992
1235,2012-01-01,14911.357,Tallahassee,FL,0.0013002288343655355
1236,2013-01-01,14671.422,Tallahassee,FL,-0.016090755522787048
1237,2014-01-01,14895.343,Tallahassee,FL,0.01526239242521954
1238,2015-01-01,15087.559,Tallahassee,FL,0.01290443597035651
1239,2016-01-01,15410.862,Tallahassee,FL,0.021428449757843415
1240,2017-01-01,15876.235,Tallahassee,FL,0.0301977267721949
1241,2018-01-01,16253.003,Tallahassee,FL,0.023731571118719375
1242,2019-01-01,16622.281,Tallahassee,FL,0.02272060123289199
1243,2001-01-01,40666.0,Gainesville,GA (MSA),
1244,2002-01-01,39527.0,Gainesville,GA (MSA),-0.02800865587960455
1245,2003-01-01,40895.0,Gainesville,GA (MSA),0.03460925443367824
1246,2004-01-01,41267.0,Gainesville,GA (MSA),0.009096466560704286
1247,2005-01-01,42571.0,Gainesville,GA (MSA),0.031599098553323435
1248,2006-01-01,40866.0,Gainesville,GA (MSA),-0.04005073876582654
1249,2007-01-01,39935.0,Gainesville,GA (MSA),-0.0227817745803357
1250,2008-01-01,38207.0,Gainesville,GA (MSA),-0.043270314260673626
1251,2009-01-01,36189.0,Gainesville,GA (MSA),-0.0528175465228885
1252,2010-01-01,35498.0,Gainesville,GA (MSA),-0.019094199894995723
1253,2011-01-01,37524.0,Gainesville,GA (MSA),0.05707363795143383
1254,2012-01-01,36799.0,Gainesville,GA (MSA),-0.019320967913868503
1255,2013-01-01,35936.0,Gainesville,GA (MSA),-0.023451724231636772
1256,2014-01-01,37574.0,Gainesville,GA (MSA),0.045581032947462186
1257,2015-01-01,39585.0,Gainesville,GA (MSA),0.0535210517911322
1258,2016-01-01,40156.0,Gainesville,GA (MSA),0.014424655803966235
1259,2017-01-01,41403.0,Gainesville,GA (MSA),0.031053889829664394
1260,2001-01-01,45381.0,Louisville/Jefferson County,KY-IN (MSA),
1261,2002-01-01,45068.0,Louisville/Jefferson County,KY-IN (MSA),-0.006897159604239644
1262,2003-01-01,45520.0,Louisville/Jefferson County,KY-IN (MSA),0.010029289074287684
1263,2004-01-01,46385.0,Louisville/Jefferson County,KY-IN (MSA),0.01900263620386644
1264,2005-01-01,46882.0,Louisville/Jefferson County,KY-IN (MSA),0.010714670690956218
1265,2006-01-01,47527.0,Louisville/Jefferson County,KY-IN (MSA),0.013757945480141531
1266,2007-01-01,47451.0,Louisville/Jefferson County,KY-IN (MSA),-0.001599091042986056
1267,2008-01-01,45731.0,Louisville/Jefferson County,KY-IN (MSA),-0.03624791890581869
1268,2009-01-01,43152.0,Louisville/Jefferson County,KY-IN (MSA),-0.05639500557608623
1269,2010-01-01,44747.0,Louisville/Jefferson County,KY-IN (MSA),0.03696236559139776
1270,2011-01-01,45720.0,Louisville/Jefferson County,KY-IN (MSA),0.021744474489910015
1271,2012-01-01,47124.0,Louisville/Jefferson County,KY-IN (MSA),0.03070866141732287
1272,2013-01-01,46699.0,Louisville/Jefferson County,KY-IN (MSA),-0.009018759018759037
1273,2014-01-01,49297.0,Louisville/Jefferson County,KY-IN (MSA),0.055632882931111904
1274,2015-01-01,50011.0,Louisville/Jefferson County,KY-IN (MSA),0.014483639978091878
1275,2016-01-01,50384.0,Louisville/Jefferson County,KY-IN (MSA),0.0074583591609844735
1276,2017-01-01,50775.0,Louisville/Jefferson County,KY-IN (MSA),0.007760400127024392
1277,2001-01-01,3155.911,Casper,WY,
1278,2002-01-01,3251.01,Casper,WY,0.0301336127666465
1279,2003-01-01,3323.946,Casper,WY,0.022434874085284218
1280,2004-01-01,3549.376,Casper,WY,0.0678199946689868
1281,2005-01-01,3842.345,Casper,WY,0.08254098748625105
1282,2006-01-01,4354.007,Casper,WY,0.13316399230157616
1283,2007-01-01,4458.879,Casper,WY,0.024086318648546046
1284,2008-01-01,4581.932,Casper,WY,0.027597295194599303
1285,2009-01-01,4269.147,Casper,WY,-0.06826487167421946
1286,2010-01-01,4462.032,Casper,WY,0.04518115679783352
1287,2011-01-01,4732.712,Casper,WY,0.06066294459564614
1288,2012-01-01,5301.661,Casper,WY,0.12021627346012176
1289,2013-01-01,5402.455,Casper,WY,0.019011777629690085
1290,2014-01-01,5824.958,Casper,WY,0.07820574164893546
1291,2015-01-01,5785.662,Casper,WY,-0.006746143062319021
1292,2016-01-01,5224.501,Casper,WY,-0.09699166664074055
1293,2017-01-01,5111.885,Casper,WY,-0.02155536002385683
1294,2018-01-01,5626.913,Casper,WY,0.10075109279649275
1295,2019-01-01,5602.739,Casper,WY,-0.00429613893088443
1296,2001-01-01,8705.533,Wilmington,NC,
1297,2002-01-01,8919.005,Wilmington,NC,0.024521416437109478
1298,2003-01-01,9180.54,Wilmington,NC,0.029323338197478455
1299,2004-01-01,9474.048,Wilmington,NC,0.03197066839205531
1300,2005-01-01,10195.839,Wilmington,NC,0.07618612445282102
1301,2006-01-01,10771.11,Wilmington,NC,0.05642213455900991
1302,2007-01-01,11291.335,Wilmington,NC,0.0482981791106023
1303,2008-01-01,11429.193,Wilmington,NC,0.012209185184922866
1304,2009-01-01,10915.208,Wilmington,NC,-0.04497124162659594
1305,2010-01-01,11135.521,Wilmington,NC,0.020184040469040987
1306,2011-01-01,11193.265,Wilmington,NC,0.005185567877784791
1307,2012-01-01,10514.853,Wilmington,NC,-0.060608946540620656
1308,2013-01-01,11112.49,Wilmington,NC,0.05683740894903622
1309,2014-01-01,11598.907,Wilmington,NC,0.043772097882652794
1310,2015-01-01,11777.654,Wilmington,NC,0.01541067619561054
1311,2016-01-01,12229.41,Wilmington,NC,0.03835704462026124
1312,2017-01-01,12288.797,Wilmington,NC,0.004856080546812969
1313,2018-01-01,12828.556,Wilmington,NC,0.0439228510325298
1314,2019-01-01,13276.112,Wilmington,NC,0.03488748071100112
1315,2001-01-01,2564.984,St. George,UT,
1316,2002-01-01,2696.876,St. George,UT,0.05142020379074497
1317,2003-01-01,2893.275,St. George,UT,0.07282463116583782
1318,2004-01-01,3152.817,St. George,UT,0.08970526479508512
1319,2005-01-01,3498.6,St. George,UT,0.1096743007919585
1320,2006-01-01,3914.134,St. George,UT,0.11877150860344132
1321,2007-01-01,4048.759,St. George,UT,0.03439458127902628
1322,2008-01-01,3875.773,St. George,UT,-0.04272568458631398
1323,2009-01-01,3520.201,St. George,UT,-0.09174221503684554
1324,2010-01-01,3488.706,St. George,UT,-0.008946932291650334
1325,2011-01-01,3518.358,St. George,UT,0.008499426434901647
1326,2012-01-01,3656.205,St. George,UT,0.0391793558245066
1327,2013-01-01,3902.266,St. George,UT,0.06729956334505327
1328,2014-01-01,4098.11,St. George,UT,0.05018725017720471
1329,2015-01-01,4343.393,St. George,UT,0.05985271259190217
1330,2016-01-01,4695.377,St. George,UT,0.08103894812189472
1331,2017-01-01,5192.999,St. George,UT,0.1059812662540196
1332,2018-01-01,5550.054,St. George,UT,0.0687569937910637
1333,2019-01-01,5622.666,St. George,UT,0.013083115948061108
1334,2001-01-01,36324.0,Mobile,AL (MSA),
1335,2002-01-01,36539.0,Mobile,AL (MSA),0.005918951657306382
1336,2003-01-01,36957.0,Mobile,AL (MSA),0.01143983141301086
1337,2004-01-01,38143.0,Mobile,AL (MSA),0.032091349406066616
1338,2005-01-01,39736.0,Mobile,AL (MSA),0.04176388852476198
1339,2006-01-01,42040.0,Mobile,AL (MSA),0.05798268572579013
1340,2007-01-01,41180.0,Mobile,AL (MSA),-0.020456707897240745
1341,2008-01-01,40764.0,Mobile,AL (MSA),-0.010101991257892129
1342,2009-01-01,40022.0,Mobile,AL (MSA),-0.01820233539397509
1343,2010-01-01,39980.0,Mobile,AL (MSA),-0.0010494228174503517
1344,2011-01-01,40759.0,Mobile,AL (MSA),0.019484742371185693
1345,2012-01-01,39763.0,Mobile,AL (MSA),-0.02443632081258129
1346,2013-01-01,39226.0,Mobile,AL (MSA),-0.013505017227070426
1347,2014-01-01,39120.0,Mobile,AL (MSA),-0.0027022892979146063
1348,2015-01-01,39912.0,Mobile,AL (MSA),0.02024539877300624
1349,2016-01-01,40584.0,Mobile,AL (MSA),0.016837041491280846
1350,2017-01-01,40592.0,Mobile,AL (MSA),0.00019712201852950528
1351,2001-01-01,28594.0,Springfield,OH (MSA),
1352,2002-01-01,28057.0,Springfield,OH (MSA),-0.018780163670700123
1353,2003-01-01,27425.0,Springfield,OH (MSA),-0.022525572940799043
1354,2004-01-01,27983.0,Springfield,OH (MSA),0.020346399270738447
1355,2005-01-01,28176.0,Springfield,OH (MSA),0.006897044634242233
1356,2006-01-01,29230.0,Springfield,OH (MSA),0.03740772288472449
1357,2007-01-01,27984.0,Springfield,OH (MSA),-0.04262743756414644
1358,2008-01-01,27358.0,Springfield,OH (MSA),-0.022369925671812507
1359,2009-01-01,25725.0,Springfield,OH (MSA),-0.05969003582133192
1360,2010-01-01,26097.0,Springfield,OH (MSA),0.01446064139941683
1361,2011-01-01,27232.0,Springfield,OH (MSA),0.043491589071540826
1362,2012-01-01,27582.0,Springfield,OH (MSA),0.01285252643948298
1363,2013-01-01,28156.0,Springfield,OH (MSA),0.02081067362772826
1364,2014-01-01,28332.0,Springfield,OH (MSA),0.006250887910214553
1365,2015-01-01,28050.0,Springfield,OH (MSA),-0.009953409572215133
1366,2016-01-01,28103.0,Springfield,OH (MSA),0.001889483065953712
1367,2017-01-01,29087.0,Springfield,OH (MSA),0.03501405543892111
1368,2001-01-01,45199.0,Birmingham-Hoover,AL (MSA),
1369,2002-01-01,46784.0,Birmingham-Hoover,AL (MSA),0.03506714750326334
1370,2003-01-01,47152.0,Birmingham-Hoover,AL (MSA),0.007865937072503382
1371,2004-01-01,48557.0,Birmingham-Hoover,AL (MSA),0.029797251442144512
1372,2005-01-01,48955.0,Birmingham-Hoover,AL (MSA),0.008196552505303156
1373,2006-01-01,48258.0,Birmingham-Hoover,AL (MSA),-0.014237565110816086
1374,2007-01-01,48824.0,Birmingham-Hoover,AL (MSA),0.011728625305648777
1375,2008-01-01,48030.0,Birmingham-Hoover,AL (MSA),-0.016262493855480953
1376,2009-01-01,45000.0,Birmingham-Hoover,AL (MSA),-0.06308557151780136
1377,2010-01-01,45610.0,Birmingham-Hoover,AL (MSA),0.013555555555555543
1378,2011-01-01,46345.0,Birmingham-Hoover,AL (MSA),0.016114887086165375
1379,2012-01-01,48101.0,Birmingham-Hoover,AL (MSA),0.03788973999352674
1380,2013-01-01,47349.0,Birmingham-Hoover,AL (MSA),-0.015633770607679676
1381,2014-01-01,47145.0,Birmingham-Hoover,AL (MSA),-0.004308433124247557
1382,2015-01-01,47972.0,Birmingham-Hoover,AL (MSA),0.01754162689574712
1383,2016-01-01,48104.0,Birmingham-Hoover,AL (MSA),0.002751605102976784
1384,2017-01-01,48640.0,Birmingham-Hoover,AL (MSA),0.011142524530184605
1385,2001-01-01,85219.0,Bridgeport-Stamford-Norwalk,CT (MSA),
1386,2002-01-01,83974.0,Bridgeport-Stamford-Norwalk,CT (MSA),-0.014609418087515702
1387,2003-01-01,85169.0,Bridgeport-Stamford-Norwalk,CT (MSA),0.014230595184223649
1388,2004-01-01,87791.0,Bridgeport-Stamford-Norwalk,CT (MSA),0.030785849311369073
1389,2005-01-01,91939.0,Bridgeport-Stamford-Norwalk,CT (MSA),0.04724857901151602
1390,2006-01-01,93710.0,Bridgeport-Stamford-Norwalk,CT (MSA),0.019262772055384625
1391,2007-01-01,101678.0,Bridgeport-Stamford-Norwalk,CT (MSA),0.08502827873225915
1392,2008-01-01,100042.0,Bridgeport-Stamford-Norwalk,CT (MSA),-0.016090009638269787
1393,2009-01-01,91896.0,Bridgeport-Stamford-Norwalk,CT (MSA),-0.08142580116351128
1394,2010-01-01,91864.0,Bridgeport-Stamford-Norwalk,CT (MSA),-0.0003482197266475584
1395,2011-01-01,89291.0,Bridgeport-Stamford-Norwalk,CT (MSA),-0.02800879561090308
1396,2012-01-01,91386.0,Bridgeport-Stamford-Norwalk,CT (MSA),0.023462611013427948
1397,2013-01-01,90653.0,Bridgeport-Stamford-Norwalk,CT (MSA),-0.00802092224191886
1398,2014-01-01,90859.0,Bridgeport-Stamford-Norwalk,CT (MSA),0.002272401354616038
1399,2015-01-01,89309.0,Bridgeport-Stamford-Norwalk,CT (MSA),-0.017059399729250857
1400,2016-01-01,89816.0,Bridgeport-Stamford-Norwalk,CT (MSA),0.005676919459405072
1401,2017-01-01,87082.0,Bridgeport-Stamford-Norwalk,CT (MSA),-0.03044001068851876
1402,2001-01-01,17777.0,McAllen-Edinburg-Mission,TX (MSA),
1403,2002-01-01,18035.0,McAllen-Edinburg-Mission,TX (MSA),0.014513134949654116
1404,2003-01-01,18720.0,McAllen-Edinburg-Mission,TX (MSA),0.037981702245633464
1405,2004-01-01,19624.0,McAllen-Edinburg-Mission,TX (MSA),0.04829059829059834
1406,2005-01-01,19824.0,McAllen-Edinburg-Mission,TX (MSA),0.01019160211985315
1407,2006-01-01,19996.0,McAllen-Edinburg-Mission,TX (MSA),0.008676351896690804
1408,2007-01-01,19441.0,McAllen-Edinburg-Mission,TX (MSA),-0.0277555511102221
1409,2008-01-01,19092.0,McAllen-Edinburg-Mission,TX (MSA),-0.01795175145311456
1410,2009-01-01,19111.0,McAllen-Edinburg-Mission,TX (MSA),0.000995181227739339
1411,2010-01-01,19348.0,McAllen-Edinburg-Mission,TX (MSA),0.012401234890900614
1412,2011-01-01,19537.0,McAllen-Edinburg-Mission,TX (MSA),0.00976845151953687
1413,2012-01-01,19640.0,McAllen-Edinburg-Mission,TX (MSA),0.005272047909095523
1414,2013-01-01,19901.0,McAllen-Edinburg-Mission,TX (MSA),0.013289205702647688
1415,2014-01-01,20223.0,McAllen-Edinburg-Mission,TX (MSA),0.016180091452690837
1416,2015-01-01,20298.0,McAllen-Edinburg-Mission,TX (MSA),0.0037086485684616477
1417,2016-01-01,20368.0,McAllen-Edinburg-Mission,TX (MSA),0.0034486156271553714
1418,2017-01-01,20509.0,McAllen-Edinburg-Mission,TX (MSA),0.006922623723487842
1419,2001-01-01,3288.405,Madera,CA,
1420,2002-01-01,3721.882,Madera,CA,0.1318198336275489
1421,2003-01-01,3852.624,Madera,CA,0.03512792721531732
1422,2004-01-01,4467.024,Madera,CA,0.15947572355880069
1423,2005-01-01,4797.976,Madera,CA,0.07408780431893791
1424,2006-01-01,5187.705,Madera,CA,0.08122779271926328
1425,2007-01-01,5168.564,Madera,CA,-0.003689685516042207
1426,2008-01-01,5028.567,Madera,CA,-0.027086246779569723
1427,2009-01-01,4415.491,Madera,CA,-0.12191863009879356
1428,2010-01-01,5061.629,Madera,CA,0.1463343487734432
1429,2011-01-01,5097.178,Madera,CA,0.00702323303426633
1430,2012-01-01,5289.625,Madera,CA,0.03775559731286604
1431,2013-01-01,5375.893,Madera,CA,0.01630890658600559
1432,2014-01-01,5774.041,Madera,CA,0.0740617419282712
1433,2015-01-01,5623.485,Madera,CA,-0.02607463299966184
1434,2016-01-01,6169.099,Madera,CA,0.09702417628925852
1435,2017-01-01,6333.4,Madera,CA,0.026632900525668246
1436,2018-01-01,6456.568,Madera,CA,0.019447374238166004
1437,2019-01-01,6740.169,Madera,CA,0.04392441928900914
1438,2001-01-01,40076.0,Charlottesville,VA (MSA),
1439,2002-01-01,41445.0,Charlottesville,VA (MSA),0.03416009581794599
1440,2003-01-01,42142.0,Charlottesville,VA (MSA),0.016817468934732682
1441,2004-01-01,43619.0,Charlottesville,VA (MSA),0.03504817047126374
1442,2005-01-01,45399.0,Charlottesville,VA (MSA),0.040807904812123263
1443,2006-01-01,45681.0,Charlottesville,VA (MSA),0.006211590563668823
1444,2007-01-01,45512.0,Charlottesville,VA (MSA),-0.0036995687484949746
1445,2008-01-01,45224.0,Charlottesville,VA (MSA),-0.006328001406222583
1446,2009-01-01,44914.0,Charlottesville,VA (MSA),-0.006854767380152116
1447,2010-01-01,46001.0,Charlottesville,VA (MSA),0.024201807899541405
1448,2011-01-01,46055.0,Charlottesville,VA (MSA),0.0011738875241842361
1449,2012-01-01,46937.0,Charlottesville,VA (MSA),0.019151015090652423
1450,2013-01-01,46407.0,Charlottesville,VA (MSA),-0.011291731469842525
1451,2014-01-01,47662.0,Charlottesville,VA (MSA),0.02704333397978753
1452,2015-01-01,48905.0,Charlottesville,VA (MSA),0.02607947631236618
1453,2016-01-01,48656.0,Charlottesville,VA (MSA),-0.005091503936202835
1454,2017-01-01,49233.0,Charlottesville,VA (MSA),0.011858763564616792
1455,2001-01-01,36625.0,Jackson,TN (MSA),
1456,2002-01-01,37268.0,Jackson,TN (MSA),0.017556313993174033
1457,2003-01-01,38877.0,Jackson,TN (MSA),0.043173768380379896
1458,2004-01-01,39110.0,Jackson,TN (MSA),0.005993260796872235
1459,2005-01-01,40048.0,Jackson,TN (MSA),0.02398363589874708
1460,2006-01-01,40468.0,Jackson,TN (MSA),0.010487415101877673
1461,2007-01-01,38661.0,Jackson,TN (MSA),-0.044652564989621446
1462,2008-01-01,39326.0,Jackson,TN (MSA),0.01720079666847729
1463,2009-01-01,37977.0,Jackson,TN (MSA),-0.03430300564512023
1464,2010-01-01,37979.0,Jackson,TN (MSA),5.266345419596696e-05
1465,2011-01-01,39287.0,Jackson,TN (MSA),0.03444008531030307
1466,2012-01-01,42365.0,Jackson,TN (MSA),0.07834652684093979
1467,2013-01-01,41073.0,Jackson,TN (MSA),-0.030496872418269816
1468,2014-01-01,40132.0,Jackson,TN (MSA),-0.022910427774937348
1469,2015-01-01,40532.0,Jackson,TN (MSA),0.009967108541812042
1470,2016-01-01,43117.0,Jackson,TN (MSA),0.0637767689726636
